Statistical profiling result from isolate-0x4c8d860-11136-v8.log, (20904 ticks, 56 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      4    0.0%    0.1%  LazyCompile: *createIdentifier /mnt/common/github/TypeScript-cph/built/local/tsc.js:32327:34
      4    0.0%    0.1%  LazyCompile: *<anonymous> /mnt/common/github/TypeScript-cph/built/local/tsc.js:80352:29
      4    0.0%    0.1%  Function: ^structuredTypeRelatedTo /mnt/common/github/TypeScript-cph/built/local/tsc.js:66107:45
      3    0.0%    0.0%  LazyCompile: *signaturesRelatedTo /mnt/common/github/TypeScript-cph/built/local/tsc.js:67138:41
      3    0.0%    0.0%  LazyCompile: *right /mnt/common/github/TypeScript-cph/built/local/tsc.js:30471:23
      3    0.0%    0.0%  LazyCompile: *resolveName /mnt/common/github/TypeScript-cph/built/local/tsc.js:50164:29
      3    0.0%    0.0%  LazyCompile: *recursiveTypeRelatedTo /mnt/common/github/TypeScript-cph/built/local/tsc.js:65988:44
      3    0.0%    0.0%  LazyCompile: *parsePropertyOrMethodSignature /mnt/common/github/TypeScript-cph/built/local/tsc.js:33627:48
      3    0.0%    0.0%  LazyCompile: *onLeft /mnt/common/github/TypeScript-cph/built/local/tsc.js:80386:28
      3    0.0%    0.0%  LazyCompile: *needCollisionCheckForIdentifier /mnt/common/github/TypeScript-cph/built/local/tsc.js:83844:49
      3    0.0%    0.0%  LazyCompile: *isTypeRelatedTo /mnt/common/github/TypeScript-cph/built/local/tsc.js:65123:33
      3    0.0%    0.0%  LazyCompile: *isFunctionLikeOrClassStaticBlockDeclaration /mnt/common/github/TypeScript-cph/built/local/tsc.js:13495:57
      3    0.0%    0.0%  LazyCompile: *isEvolvingArrayOperationTarget /mnt/common/github/TypeScript-cph/built/local/tsc.js:70585:48
      3    0.0%    0.0%  LazyCompile: *hasSyntacticModifier /mnt/common/github/TypeScript-cph/built/local/tsc.js:18858:34
      3    0.0%    0.0%  LazyCompile: *getTypeFromTypeReference /mnt/common/github/TypeScript-cph/built/local/tsc.js:61088:42
